KR7000541003,19951124,A000545,20300,20200,20800,20200,2,100,0.4950495,,15580,319679000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768000,20200,5000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,0.5674185,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7000590000,19951124,A000590,22000,22000,22000,22000,3,0,0,,10,220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000,22000,5000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,0.5700101,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7A00061000,19951124,A000610,35300,35500,36000,35300,2,300,0.8571428,,11180,39846800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3440800,0,5000,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7000640003,19951124,A000640,21700,20700,21700,20700,2,1200,5.853659,,190860,4069648000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8061058,20500,5000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,0.6205078,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7000650002,19951124,A000650,38500,38500,38500,38500,3,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,806324,38500,5000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,0.5471812,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7001791003,19951124,A001795,19000,19000,19000,19000,3,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270115,19000,5000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,0.2364574,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7001800002,19951124,A001800,22500,22800,22800,22500,3,0,0,,10520,237024000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4258800,22500,5000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,0.8642659,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7001820000,19951124,A001820,27300,26500,27300,26500,2,900,3.409091,,140,3718000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3815000,26400,5000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,0.1194819,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7A00183000,19951124,A001830,3900,3860,4000,3860,2,80,2.094241,,106649,41557200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56557104,0,1000,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7A00183500,19951124,A001835,2320,2320,2380,2320,3,0,0,,138499,32431500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11201200,0,1000,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7001880004,19951124,A001880,6600,6550,6690,6530,2,100,1.538462,,8710,57455000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6900000,6500,5000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,1.833986,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7A00189000,19951124,A001890,4100,4100,4100,4100,5,-80,-1.913876,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22500000,0,500,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7A00192000,19951124,A001920,8260,7990,8260,7990,1,460,5.897436,,54650,4460862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17682238,0,5000,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7001940006,19951124,A001940,14600,14400,14700,14400,2,200,1.388889,,7780,113610000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000000,14400,5000,,0,0,0,,0,0,0,,,,,0,0,0,00,1,1.516283,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7A00195000,19951124,A001950,449,449,449,449,2,10,2.277904,,10799,484920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25500000,0,500,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7A00195500,19951124,A001955,2790,2790,2790,2790,4,-170,-5.743243,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500000,0,500,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7A00197000,19951124,A001970,12600,12600,12800,12600,3,0,0,,67600,85869600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6990171,0,5000,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
KR7A00197500,19951124,A001975,6900,7000,7080,6900,5,-80,-1.146132,,2040,1417660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658035,0,5000,,,,,,,,,,,,,,,,00,,,,,,,,,,,,,,00,,,00,00,,,,,,,,,,,,,,,,,,
